Date,Open,High,Low,Close,Volume,OpenInt
2005-10-31,19.793,20.494,19.766,20.012,186721,0
2005-11-01,19.931,20.062,19.482,19.525,113831,0
2005-11-02,19.801,20.252,19.766,20.228,300304,0
2005-11-03,20.384,20.809,20.139,20.688,323958,0
2005-11-04,20.809,21.483,20.633,21.128,580885,0
2005-11-07,21.415,21.604,21.171,21.502,486445,0
2005-11-08,21.545,22.102,21.328,21.919,356717,0
2005-11-09,22.102,22.118,20.999,21.812,227537,0
2005-11-10,21.821,22.066,21.267,21.857,333223,0
2005-11-11,21.829,21.952,21.589,21.631,122086,0
2005-11-14,21.848,21.927,21.631,21.893,113070,0
2005-11-15,21.893,21.945,21.467,21.545,163846,0
2005-11-16,21.745,21.777,21.051,21.189,165298,0
2005-11-17,21.277,21.389,21.137,21.241,197690,0
2005-11-18,21.429,21.769,21.069,21.51,284945,0
2005-11-21,21.545,21.761,21.198,21.563,193511,0
2005-11-22,21.528,23.47,21.31,23.218,1073023,0
2005-11-23,23.391,23.748,22.672,22.872,613489,0
2005-11-25,23.036,23.288,22.811,23.235,88599,0
2005-11-28,22.837,23.495,22.456,22.585,499541,0
2005-11-29,22.466,22.898,22.11,22.341,313823,0
2005-11-30,22.333,23.149,22.333,23.123,449947,0
2005-12-01,23.157,23.409,23.028,23.304,322308,0
2005-12-02,23.199,23.626,22.731,23.59,306521,0
2005-12-05,23.694,23.694,23.063,23.288,218168,0
2005-12-06,23.487,23.487,22.827,23.028,216079,0
2005-12-07,22.94,23.173,22.723,22.872,167788,0
2005-12-08,22.837,22.983,21.631,21.958,237680,0
2005-12-09,21.866,22.429,21.719,22.168,175857,0
2005-12-12,22.283,22.448,22.142,22.221,234160,0
2005-12-13,22.093,22.238,21.769,21.945,142442,0
2005-12-14,21.937,21.985,21.198,21.604,139246,0
2005-12-15,21.483,21.675,21.078,21.25,130822,0
2005-12-16,21.328,21.545,20.202,20.678,530624,0
2005-12-19,20.608,20.642,20.021,20.47,230831,0
2005-12-20,20.878,21.137,20.409,20.434,242337,0
2005-12-21,20.6,20.938,19.975,20.304,318853,0
2005-12-22,20.522,20.895,20.047,20.722,167757,0
2005-12-23,20.826,21.078,20.443,20.592,105634,0
2005-12-27,20.479,20.781,19.848,19.931,206941,0
2005-12-28,20.03,20.331,19.856,20.174,84711,0
2005-12-29,20.288,20.365,20.047,20.095,70635,0
2005-12-30,20.047,20.047,19.421,19.829,147794,0
2006-01-03,19.724,20.409,19.367,20.288,191074,0
2006-01-04,20.375,20.695,20.184,20.434,160030,0
2006-01-05,20.243,21.232,20.219,21.102,219930,0
2006-01-06,21.363,21.658,20.852,21.241,249147,0
2006-01-09,21.354,21.649,21.094,21.111,151002,0
2006-01-10,20.953,21.967,20.895,21.911,174641,0
2006-01-11,21.786,22.473,21.692,22.466,217428,0
2006-01-12,22.523,23.218,22.473,22.889,409295,0
2006-01-13,22.802,23.356,22.531,22.949,328516,0
2006-01-17,22.759,23.063,22.575,22.958,254273,0
2006-01-18,22.672,23.105,22.333,23.028,170991,0
2006-01-19,23.262,24.986,23.182,24.597,607829,0
2006-01-20,24.69,24.893,23.955,24.293,493275,0
2006-01-23,24.188,24.354,23.798,23.929,225047,0
2006-01-24,24.101,24.647,23.755,24.277,200627,0
2006-01-25,24.321,24.422,23.947,24.303,188094,0
2006-01-26,24.385,25.144,24.321,24.901,252082,0
2006-01-27,24.97,25.307,24.647,24.779,344682,0
2006-01-30,24.709,25.021,24.354,24.492,237930,0
2006-01-31,24.363,24.803,24.204,24.579,229010,0
2006-02-01,24.404,25.472,24.232,25.402,345843,0
2006-02-02,25.438,25.559,24.312,25.056,691912,0
2006-02-03,20.157,20.633,18.406,19.517,4276101,0
2006-02-06,19.63,19.672,18.651,19.202,858643,0
2006-02-07,19.202,19.49,18.962,19.49,670932,0
2006-02-08,19.508,19.706,18.797,18.925,319602,0
2006-02-09,19.065,19.134,18.51,18.683,332007,0
2006-02-10,18.683,19.073,18.024,18.788,382203,0
2006-02-13,18.651,18.832,18.234,18.543,503095,0
2006-02-14,18.484,19.039,18.259,18.778,264970,0
2006-02-15,18.814,19.239,18.709,19.239,404492,0
2006-02-16,19.299,19.715,19.211,19.715,352225,0
2006-02-17,19.583,19.758,19.273,19.273,136859,0
2006-02-21,19.193,19.29,18.597,18.718,315262,0
2006-02-22,18.651,19.03,18.443,18.865,310939,0
2006-02-23,18.917,18.98,18.416,18.668,215074,0
2006-02-24,18.77,18.77,18.51,18.642,133722,0
2006-02-27,18.778,18.814,18.388,18.633,204652,0
2006-02-28,18.615,18.683,18.286,18.311,242371,0
2006-03-01,18.343,18.832,18.225,18.806,246300,0
2006-03-02,18.692,18.962,18.451,18.668,115678,0
2006-03-03,18.701,19.193,18.477,18.552,202375,0
2006-03-06,18.701,18.743,17.815,17.913,336713,0
2006-03-07,17.947,17.947,17.113,17.209,415385,0
2006-03-08,17.209,17.87,17.209,17.61,225888,0
2006-03-09,18.459,18.651,17.766,17.774,351657,0
2006-03-10,17.861,18.006,17.65,17.807,196509,0
2006-03-13,17.852,18.12,17.505,17.52,157750,0
2006-03-14,17.567,17.92,17.347,17.703,158804,0
2006-03-15,17.791,17.825,17.382,17.52,124292,0
2006-03-16,17.669,17.834,17.098,17.254,230047,0
2006-03-17,17.347,17.479,17.139,17.322,348709,0
2006-03-20,17.461,17.461,16.993,17.209,303801,0
2006-03-21,17.209,17.852,17.166,17.264,231719,0
2006-03-22,17.209,17.696,16.993,17.427,201341,0
2006-03-23,17.469,17.626,17.156,17.236,258325,0
2006-03-24,17.289,17.861,17.184,17.852,288096,0
2006-03-27,17.929,18.443,17.825,18.318,180527,0
2006-03-28,18.406,18.459,17.366,17.956,225270,0
2006-03-29,17.913,18.024,17.66,17.791,203644,0
2006-03-30,17.852,18.25,17.852,18.015,131769,0
2006-03-31,18.078,18.51,17.861,18.397,143502,0
2006-04-03,18.425,18.425,17.963,18.006,135081,0
2006-04-04,17.956,18.443,17.61,17.843,153521,0
2006-04-05,17.815,17.825,17.617,17.686,261767,0
2006-04-06,17.686,17.686,17.391,17.427,231781,0
2006-04-07,17.52,17.52,17.254,17.254,169728,0
2006-04-10,17.175,17.382,16.993,17.175,348699,0
2006-04-11,17.09,17.175,16.247,16.611,326238,0
2006-04-12,16.594,16.618,16.397,16.517,293876,0
2006-04-13,16.429,17.435,16.214,17.063,362597,0
2006-04-17,17.121,17.339,16.699,16.734,206536,0
2006-04-18,16.976,17.711,16.768,17.696,285518,0
2006-04-19,17.617,18.451,17.617,17.972,251832,0
2006-04-20,18.078,18.146,17.686,18.13,221499,0
2006-04-21,18.242,18.242,16.854,16.993,326413,0
2006-04-24,16.993,17.121,16.881,16.941,247931,0
2006-04-25,16.993,16.993,16.636,16.742,235196,0
2006-04-26,16.818,17.027,16.682,16.899,218137,0
2006-04-27,16.811,16.993,16.526,16.699,207221,0
2006-04-28,16.636,16.976,16.543,16.636,218688,0
2006-05-01,16.645,16.907,16.229,16.326,205140,0
2006-05-02,16.389,16.654,16.273,16.282,207833,0
2006-05-03,16.361,16.404,15.779,16.048,215075,0
2006-05-04,16.108,16.636,16.108,16.471,176450,0
2006-05-05,16.561,16.663,16.299,16.463,179653,0
2006-05-08,16.333,16.463,15.865,16.048,194855,0
2006-05-09,15.943,16.134,15.486,15.528,300378,0
2006-05-10,15.595,15.595,15.181,15.292,194732,0
2006-05-11,15.25,15.31,14.694,14.738,240263,0
2006-05-12,14.729,14.896,14.619,14.809,291195,0
2006-05-15,14.738,15.033,14.39,14.523,230533,0
2006-05-16,14.461,14.773,14.35,14.39,180585,0
2006-05-17,14.333,14.669,14.124,14.408,207195,0
2006-05-18,14.556,14.677,14.01,14.15,171471,0
2006-05-19,14.254,14.914,14.02,14.35,319245,0
2006-05-22,14.342,14.645,14.157,14.426,321686,0
2006-05-23,14.556,14.66,14.054,14.079,323625,0
2006-05-24,14.036,14.245,13.726,14.088,312555,0
2006-05-25,14.236,14.677,14.115,14.677,243564,0
2006-05-26,14.747,15.267,14.747,15.217,255429,0
2006-05-30,15.173,15.189,14.79,14.947,203781,0
2006-05-31,14.98,15.164,14.834,15.024,203958,0
2006-06-01,15.12,15.605,15.12,15.511,154395,0
2006-06-02,15.605,15.605,14.98,15.051,168339,0
2006-06-05,14.947,15.006,14.496,14.523,204564,0
2006-06-06,14.591,14.93,14.288,14.399,163132,0
2006-06-07,14.453,14.87,14.28,14.574,157481,0
2006-06-08,14.539,14.755,14.182,14.637,197588,0
2006-06-09,14.704,14.905,14.062,14.107,191397,0
2006-06-12,14.079,14.254,13.744,13.744,168801,0
2006-06-13,13.708,14.887,13.655,14.115,217731,0
2006-06-14,14.175,14.487,14.01,14.358,126424,0
2006-06-15,14.505,14.738,14.342,14.627,95313,0
2006-06-16,14.591,14.721,14.141,14.182,462858,0
2006-06-19,14.271,14.28,14.028,14.069,169003,0
2006-06-20,14.088,14.307,13.975,14.133,136970,0
2006-06-21,14.175,14.619,14.062,14.333,158306,0
2006-06-22,14.298,14.556,14.236,14.479,181056,0
2006-06-23,14.461,14.6,14.236,14.435,167717,0
2006-06-26,14.582,14.712,14.366,14.591,103616,0
2006-06-27,14.637,14.721,14.565,14.619,616358,0
2006-06-28,14.721,14.721,13.984,14.417,473435,0
2006-06-29,14.461,15.111,14.461,15.077,313424,0
2006-06-30,15.173,15.329,14.685,15.217,348476,0
2006-07-03,15.31,15.345,15.129,15.31,69698,0
2006-07-05,15.173,15.208,14.582,14.582,191605,0
2006-07-06,14.645,14.79,14.549,14.704,109302,0
2006-07-07,14.694,14.721,14.505,14.685,122914,0
2006-07-10,14.747,14.896,14.539,14.645,214066,0
2006-07-11,14.653,15.068,14.532,15.059,137461,0
2006-07-12,15.024,15.024,14.435,14.453,135769,0
2006-07-13,14.39,14.574,13.768,13.791,259643,0
2006-07-14,13.791,14.046,13.726,13.809,108657,0
2006-07-17,13.863,13.975,13.544,13.863,164982,0
2006-07-18,13.993,14.515,13.784,14.227,521239,0
2006-07-19,14.298,14.834,14.209,14.8,162538,0
2006-07-20,14.851,14.851,13.578,13.578,338465,0
2006-07-21,13.627,14.523,13.421,13.421,733225,0
2006-07-24,13.525,13.698,13.326,13.516,234035,0
2006-07-25,13.587,13.698,13.352,13.534,352010,0
2006-07-26,13.498,13.498,12.979,13.118,247423,0
2006-07-27,13.248,13.272,12.676,12.728,211815,0
2006-07-28,12.857,13.099,12.849,13.006,168667,0
2006-07-31,12.935,13.256,12.899,13.161,349712,0
2006-08-01,13.04,13.099,12.512,12.807,184593,0
2006-08-02,12.908,13.099,12.676,12.881,181722,0
2006-08-03,12.737,12.962,12.676,12.908,174246,0
2006-08-04,13.169,13.525,12.889,13.049,196062,0
2006-08-07,13.073,13.073,12.823,12.881,69191,0
2006-08-08,12.979,13.212,12.596,12.623,321501,0
2006-08-09,12.789,13.04,12.554,12.605,365696,0
2006-08-10,12.529,12.684,12.319,12.579,332382,0
2006-08-11,12.587,12.587,12.276,12.31,122688,0
2006-08-14,12.301,13.127,12.301,12.989,223826,0
2006-08-15,13.136,13.646,13.109,13.594,148459,0
2006-08-16,13.736,14.39,13.578,14.254,226223,0
2006-08-17,14.245,14.288,13.916,14.217,165532,0
2006-08-18,14.307,14.358,13.942,14.199,159291,0
2006-08-21,14.157,14.191,13.942,14.133,171244,0
2006-08-22,14.166,14.166,13.96,14.079,106848,0
2006-08-23,14.141,14.271,13.925,13.96,95824,0
2006-08-24,14.054,14.133,13.744,14.079,151604,0
2006-08-25,14.069,14.209,14.046,14.115,47479,0
2006-08-28,14.182,14.28,14.036,14.182,40740,0
2006-08-29,14.191,14.342,13.993,14.307,108268,0
2006-08-30,14.028,14.574,14.028,14.532,181108,0
2006-08-31,14.515,14.627,14.288,14.539,348149,0
2006-09-01,14.669,14.669,14.088,14.15,302563,0
2006-09-05,14.217,14.217,13.846,14.036,183939,0
2006-09-06,13.916,13.916,13.445,13.445,184958,0
2006-09-07,13.388,13.655,13.186,13.463,134501,0
2006-09-08,13.463,13.587,13.265,13.544,82991,0
2006-09-11,13.412,13.759,13.152,13.672,71999,0
2006-09-12,13.726,14.39,13.627,14.307,160101,0
2006-09-13,14.262,14.366,13.907,14.115,76264,0
2006-09-14,14.107,14.271,13.916,14.217,176098,0
2006-09-15,14.333,14.408,14.15,14.342,341905,0
2006-09-18,14.262,14.61,14.191,14.461,221481,0
2006-09-19,14.532,14.669,14.307,14.66,329515,0
2006-09-20,14.637,15.38,14.637,15.189,202323,0
2006-09-21,15.292,15.38,14.843,15.033,141616,0
2006-09-22,15.024,15.024,14.582,14.834,264271,0
2006-09-25,14.834,15.147,14.637,14.988,124049,0
2006-09-26,15.024,15.668,14.922,15.659,457985,0
2006-09-27,15.668,16.152,15.614,15.98,390758,0
2006-09-28,16.064,16.333,15.701,15.882,205945,0
2006-09-29,15.998,16.187,15.345,15.46,266503,0
2006-10-02,15.398,15.595,15.033,15.173,161301,0
2006-10-03,15.077,15.493,15.077,15.259,117228,0
2006-10-04,15.173,15.709,15.173,15.65,122745,0
2006-10-05,15.701,15.858,15.337,15.587,106786,0
2006-10-06,15.587,15.798,15.39,15.65,56753,0
2006-10-09,15.605,15.943,15.493,15.841,65153,0
2006-10-10,15.926,15.935,15.208,15.587,146810,0
2006-10-11,15.553,15.806,15.337,15.614,99735,0
2006-10-12,15.824,16.214,15.65,16.039,199136,0
2006-10-13,16.108,16.333,15.727,16.333,227142,0
2006-10-16,16.292,16.891,16.292,16.881,239065,0
2006-10-17,16.742,16.742,16.074,16.569,135776,0
2006-10-18,16.734,17.209,16.379,16.446,298408,0
2006-10-19,16.437,16.699,16.152,16.692,160155,0
2006-10-20,16.775,16.811,16.292,16.517,136356,0
2006-10-23,16.397,16.654,16.099,16.552,169759,0
2006-10-24,16.569,16.577,16.134,16.143,159205,0
2006-10-25,16.221,16.645,16.134,16.561,89534,0
2006-10-26,16.517,16.618,16.316,16.389,254942,0
2006-10-27,17.972,18.642,17.166,17.184,971228,0
2006-10-30,17.201,17.815,17.063,17.339,371619,0
2006-10-31,17.729,17.729,16.899,17.147,276232,0
2006-11-01,17.254,17.642,16.645,16.768,202676,0
2006-11-02,16.673,17.201,16.654,16.899,178031,0
2006-11-03,16.916,17.774,16.907,17.669,342134,0
2006-11-06,17.815,17.988,17.513,17.825,180539,0
2006-11-07,17.852,18.425,17.617,17.686,245317,0
2006-11-08,17.642,18.153,17.548,18.078,115860,0
2006-11-09,17.929,18.078,17.13,17.33,199509,0
2006-11-10,17.408,17.852,17.289,17.852,148556,0
2006-11-13,17.729,18.034,17.65,18.034,163153,0
2006-11-14,18.015,18.778,17.711,18.778,205714,0
2006-11-15,18.718,18.848,18.425,18.743,212737,0
2006-11-16,18.753,19.004,18.571,18.909,233568,0
2006-11-17,18.856,18.988,18.526,18.675,191228,0
2006-11-20,18.58,19.03,18.388,18.762,150580,0
2006-11-21,18.806,18.806,18.104,18.362,130629,0
2006-11-22,18.326,18.469,18.12,18.318,74598,0
2006-11-24,18.172,18.294,18.015,18.07,42284,0
2006-11-27,17.963,18.113,17.289,17.418,270281,0
2006-11-28,17.408,17.505,16.966,17.054,263625,0
2006-11-29,17.166,17.418,17.054,17.347,167126,0
2006-11-30,17.357,17.452,16.949,17.072,117642,0
2006-12-01,17.046,17.209,16.561,16.993,126555,0
2006-12-04,17.002,17.357,16.993,17.339,146967,0
2006-12-05,17.366,17.677,17.156,17.156,99978,0
2006-12-06,17.054,17.52,17.01,17.227,142511,0
2006-12-07,17.209,17.382,17.081,17.264,72994,0
2006-12-08,17.113,17.4,16.881,17.254,99769,0
2006-12-11,17.322,17.567,17.28,17.314,228239,0
2006-12-12,17.357,17.513,17.121,17.166,145219,0
2006-12-13,17.314,17.33,16.907,16.958,129589,0
2006-12-14,17.027,17.443,16.985,17.063,231775,0
2006-12-15,17.063,17.314,16.949,17.121,295039,0
2006-12-18,17.13,17.33,16.907,17.113,94960,0
2006-12-19,16.976,17.09,16.603,16.923,135573,0
2006-12-20,16.993,17.322,16.907,17.175,105599,0
2006-12-21,17.147,17.264,16.899,17.046,214534,0
2006-12-22,17.054,17.166,16.907,16.923,63594,0
2006-12-26,16.907,17.227,16.891,17.09,272114,0
2006-12-27,17.13,17.236,17.063,17.209,155201,0
2006-12-28,17.227,17.626,17.194,17.469,94679,0
2006-12-29,17.505,17.738,17.408,17.479,134405,0
2007-01-03,17.617,17.72,17.027,17.373,162253,0
2007-01-04,17.264,17.635,17.121,17.601,103238,0
2007-01-05,17.488,17.513,16.966,17.01,118984,0
2007-01-08,16.923,17.305,16.749,17.139,131753,0
2007-01-09,17.09,17.218,16.907,17.184,299440,0
2007-01-10,17.072,17.382,16.976,17.184,221343,0
2007-01-11,17.339,18.12,17.305,18.015,430725,0
2007-01-12,18.042,18.12,17.861,17.939,85613,0
2007-01-16,18.051,18.07,17.567,17.686,73646,0
2007-01-17,17.711,18.024,17.488,17.548,139029,0
2007-01-18,17.539,17.539,16.802,16.854,226671,0
2007-01-19,16.891,17.322,16.725,17.036,85324,0
2007-01-22,17.081,17.081,16.863,16.931,143535,0
2007-01-23,16.941,17.105,16.818,16.872,147783,0
2007-01-24,16.891,17.4,16.854,17.357,64750,0
2007-01-25,17.408,17.408,16.818,16.958,93048,0
2007-01-26,17.027,17.254,16.793,17.175,97921,0
2007-01-29,17.166,17.271,17.019,17.201,109159,0
2007-01-30,17.28,17.297,17.121,17.245,81119,0
2007-01-31,17.297,17.548,17.081,17.339,141252,0
2007-02-01,17.548,17.896,17.391,17.896,185171,0
2007-02-02,16.342,16.949,16.039,16.717,842047,0
2007-02-05,16.725,16.734,16.09,16.238,353999,0
2007-02-06,16.264,16.49,16.221,16.481,294168,0
2007-02-07,16.569,16.863,16.471,16.749,217481,0
2007-02-08,16.768,16.827,16.49,16.645,111583,0
2007-02-09,16.673,16.682,16.412,16.471,181949,0
2007-02-12,16.561,16.561,16.412,16.533,176141,0
2007-02-13,16.627,16.627,16.282,16.454,209161,0
2007-02-14,16.517,16.577,16.389,16.412,95072,0
2007-02-15,16.463,16.463,16.178,16.264,99933,0
2007-02-16,16.273,16.397,16.187,16.238,133619,0
